round,accuracy,flops,memory_bytes,communication_bytes,sparsity,avg_grad_norm,avg_phi,skipped_batches,effective_compute_ratio,compression_ratio
1,0.2502,181263137.6596918,6065332.0,58430800.0,0.8984565763722226,0.16088368204655126,0.12531260397953645,659,0.0966736734185023,0.8984565763722225
2,0.4123,138158554.33456033,4438660.0,39399184.0,0.6058184376818262,0.011778870298985566,0.10550931326112598,648,0.07368456231176551,0.6058184376818262
3,0.4186,115203010.27538827,3784080.0,32095416.0,0.493512626501815,0.1033834356958323,0.30513594147605777,718,0.06144160548020708,0.49351262650181504
4,0.468,108495617.08923048,3827692.0,29053992.0,0.44674641083582534,0.09395442334966901,0.09740081294051572,725,0.057864329114256256,0.44674641083582534
5,0.34,103549679.14017439,3455132.0,29105048.0,0.4475314693830857,0.09365929759629736,0.23324907630285288,705,0.05522649554142634,0.4475314693830857
6,0.4476,85567160.95647722,3852932.0,28894600.0,0.44429553235014446,0.044316519367566795,0.03870135779281446,621,0.045635819176787856,0.44429553235014446
7,0.3767,80217262.57849255,3402396.0,26033768.0,0.40030617529365886,0.11755385955730162,0.27126105515732174,824,0.042782540041862695,0.40030617529365886
8,0.4152,81081680.23267259,3087288.0,25317504.0,0.3892925985290301,0.11769762737885685,0.09731685056561183,824,0.043243562790758715,0.3892925985290301
9,0.4342,68936485.01013759,3484724.0,26708376.0,0.41067923186781685,0.2517631182822697,0.19284407959950858,906,0.03676612533874005,0.4106792318678169
10,0.3787,66714978.543729454,3208276.0,27409712.0,0.4214632694207271,0.16059412728029657,0.15130737588005524,938,0.03558132188998904,0.42146326942072715
11,0.428,83497094.668412,4145188.0,29330224.0,0.45099387034355837,0.07141144891029398,0.05700625397445976,743,0.044531783823153065,0.4509938703435584
12,0.514,76247491.43717642,3455368.0,26970344.0,0.41470736210733233,0.06418695070947252,0.08608781768440629,821,0.04066532876649409,0.41470736210733233
13,0.4459,67330696.61522411,3598960.0,27423680.0,0.42167804726834807,0.05005989431418243,0.08464140391140015,859,0.03590970486145286,0.42167804726834807
14,0.6186,60929556.01267692,3196456.0,25873432.0,0.39784078146661533,0.06084233897217928,0.055686586134709296,978,0.03249576320676102,0.39784078146661533
15,0.4735,64057896.252042286,3007384.0,26471968.0,0.40704412294740155,0.011131877981097205,0.036061258174716344,879,0.03416421133442255,0.40704412294740155
16,0.6449,56929893.11234033,3374884.0,24729752.0,0.3802550763716075,0.16164818860070226,0.18476339950914006,1026,0.030362609659914844,0.3802550763716075
17,0.4663,57433065.41701937,3101020.0,25897680.0,0.3982136289214486,0.41724557979523524,0.31556215782703545,992,0.030630968222410328,0.3982136289214486
18,0.6139,51207076.38629159,3353380.0,25470104.0,0.3916390403637201,0.10188892996161769,0.29164478398275284,1031,0.027310440739355516,0.39163904036372
19,0.4239,50061945.13887522,3012264.0,25858520.0,0.39761148827763176,0.016765770115468114,0.059311778149979975,1009,0.026699704074066785,0.3976114882776317
20,0.6347,43863275.32922582,3200284.0,24079872.0,0.3702622479343316,0.015002017962626724,0.08408519622969717,1107,0.023393746842253774,0.3702622479343316
21,0.6685,51814990.723607816,3094400.0,24478936.0,0.3763984239783598,0.3425988798649101,0.2546809111865495,1024,0.027634661719257502,0.3763984239783598
