timestamp,round,accuracy,flops,memory,memory_saved,communication,sparsity,skipped_batches,effective_compute_ratio,compression_ratio,download_bytes,upload_bytes,model_size_bytes,quantization_error,avg_scale_factor,method
2025-06-12 11:11:58,1,0.061040000000000004,29206493116.0,43.23390197753906,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 11:14:39,2,0.07438,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 11:17:21,3,0.08542,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 11:20:03,4,0.10375999999999999,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 11:22:44,5,0.11750000000000001,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 11:25:28,6,0.12588,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 11:28:18,7,0.13409999999999997,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 11:31:05,8,0.14476,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 11:33:50,9,0.16158,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 11:36:33,10,0.16716,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 11:39:16,11,0.17229999999999998,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 11:41:57,12,0.18086,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 11:44:37,13,0.19178,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 11:47:14,14,0.19594,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 11:49:46,15,0.19848000000000002,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 11:52:24,16,0.20937999999999998,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 11:55:02,17,0.215,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 11:57:37,18,0.21664,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 12:00:13,19,0.23668,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 12:02:48,20,0.23778000000000002,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 12:05:24,21,0.24634,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 12:08:13,22,0.23936000000000002,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 12:11:03,23,0.25346,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 12:13:51,24,0.25184,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 12:16:36,25,0.26516,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 12:19:22,26,0.26768000000000003,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 12:22:15,27,0.2783,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 12:25:06,28,0.27808,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 12:27:53,29,0.28706000000000004,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 12:30:44,30,0.28822000000000003,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 12:33:34,31,0.30182000000000003,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 12:36:29,32,0.30482,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 12:39:20,33,0.30528,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 12:42:12,34,0.31364000000000003,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
2025-06-12 12:45:00,35,0.31484,29206493116.0,44.455596923828125,0.0,12810400,0.0,0,1.0,1.0,6405200,6405200,1281040,0.0,1.0,Dense
