timestamp,round,accuracy,flops,memory,memory_saved,communication,sparsity,skipped_batches,effective_compute_ratio,compression_ratio,download_bytes,upload_bytes,model_size_bytes,quantization_error,avg_scale_factor
2025-06-02 22:13:08,1,0.5008632439800091,12697223559.6,1.8173942565917969,0.0,18684280,0.9360688625983989,427,0.8390501319261214,1.0,9342140,9342140,1868428,5.8202059517968566e-05,8647.82168216482
2025-06-02 22:15:10,2,0.6463243980009087,10734031437.6,3.5992660522460938,0.0,18684280,0.95,771,0.7093856012061817,1.0,9342140,9342140,1868428,5.77903192299261e-05,8441.533538327845
2025-06-02 22:17:06,3,0.7164743298500682,9821194919.2,3.5992660522460938,0.0,18684280,0.95,931,0.6490765171503958,1.0,9342140,9342140,1868428,5.75362728459818e-05,8303.936735768182
2025-06-02 22:18:59,4,0.7629077691958202,9610791466.0,3.5992660522460938,0.0,18684280,0.95,968,0.6351300414624953,1.0,9342140,9342140,1868428,5.7212823768049136e-05,8232.20041561333
2025-06-02 22:20:40,5,0.7865152203543844,9057303041.6,3.5992660522460938,0.0,18684280,0.9500000000000002,1065,0.598567659253675,1.0,9342140,9342140,1868428,5.677831748184682e-05,8210.071257949405
2025-06-02 22:22:21,6,0.8050340754202635,8732499702.0,3.5992660522460938,0.0,18684280,0.95,1122,0.5770825480588013,1.0,9342140,9342140,1868428,5.654262510861425e-05,8185.179398428479
2025-06-02 22:24:03,7,0.8236074511585644,8469797427.6,3.5992660522460938,0.0,18684280,0.9500000000000002,1168,0.559743686392763,1.0,9342140,9342140,1868428,5.6168198772823784e-05,8180.717012113518
2025-06-02 22:25:44,8,0.8341299409359383,8093222831.6,3.5992660522460938,0.0,18684280,0.9500000000000002,1234,0.5348661892197513,1.0,9342140,9342140,1868428,5.5842251734743434e-05,8175.792065640009
2025-06-02 22:27:26,9,0.8362199000454339,8013597075.6,3.5992660522460938,0.0,18684280,0.9500000000000002,1248,0.5295891443648699,1.0,9342140,9342140,1868428,5.5548257995861604e-05,8172.201432432876
2025-06-02 22:29:03,10,0.8426533393911859,7676514231.2,3.5992660522460938,0.0,18684280,0.95,1307,0.5073501696192989,1.0,9342140,9342140,1868428,5.5294826947521564e-05,8165.8312424153655
2025-06-02 22:30:39,11,0.8458700590640618,7591826790.0,3.5992660522460938,0.0,18684280,0.95,1322,0.501696192989069,1.0,9342140,9342140,1868428,5.509132424980075e-05,8154.185314457434
2025-06-02 22:32:17,12,0.854902317128578,7745397301.6,3.5992660522460938,0.0,18684280,0.95,1295,0.5118733509234829,1.0,9342140,9342140,1868428,5.493183724757305e-05,8135.86349232027
2025-06-02 22:33:54,13,0.8547569286687869,7699972236.0,3.5992660522460938,0.0,18684280,0.95,1303,0.5088578967206936,1.0,9342140,9342140,1868428,5.479684766364723e-05,8116.57498113225
2025-06-02 22:35:31,14,0.8568105406633348,7648636794.0,3.5992660522460938,0.0,18684280,0.95,1312,0.5054655107425556,1.0,9342140,9342140,1868428,5.467962320516776e-05,8096.996343454308
2025-06-02 22:37:11,15,0.8604089050431621,7796067553.2,3.5992660522460938,0.0,18684280,0.9500000000000002,1286,0.5152657369016208,1.0,9342140,9342140,1868428,5.460366449248778e-05,8070.2130315006625
2025-06-02 22:38:58,16,0.860154475238528,7745282613.6,3.5992660522460938,0.0,18684280,0.95,1295,0.5118733509234829,1.0,9342140,9342140,1868428,5.4558086068183595e-05,8042.880307670134
2025-06-02 22:40:45,17,0.8663153112221718,7705469735.6,3.5992660522460938,0.0,18684280,0.95,1302,0.5092348284960422,1.0,9342140,9342140,1868428,5.451587032508781e-05,8015.577720673386
