timestamp,round,accuracy,flops,memory_bytes,communication_bytes,sparsity,avg_grad_norm,avg_phi,skipped_batches,effective_compute_ratio,compression_ratio,quantization_error,avg_scale_factor,memory_saved,download_bytes,upload_bytes,model_size_bytes,communication_KB,communication_MB,download_KB,upload_KB,model_size_KB
2025-05-19 03:52:34,1,57.041834555704085,10997906850.8,23.139968872070312,65034640.0,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,0.0,32517320.0,32517320.0,6503464.0,63510.390625,62.02186584472656,31755.1953125,31755.1953125,6351.0390625
2025-05-19 03:53:24,2,85.08656571054001,10997906850.8,23.139968872070312,65034640.0,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,0.0,32517320.0,32517320.0,6503464.0,63510.390625,62.02186584472656,31755.1953125,31755.1953125,6351.0390625
2025-05-19 03:54:13,3,89.62907058710059,10997906850.8,23.139968872070312,65034640.0,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,0.0,32517320.0,32517320.0,6503464.0,63510.390625,62.02186584472656,31755.1953125,31755.1953125,6351.0390625
2025-05-19 03:55:03,4,91.19523289502526,10997906850.8,23.139968872070312,65034640.0,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,0.0,32517320.0,32517320.0,6503464.0,63510.390625,62.02186584472656,31755.1953125,31755.1953125,6351.0390625
2025-05-19 03:55:53,5,92.09744834337269,10997906850.8,23.139968872070312,65034640.0,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,0.0,32517320.0,32517320.0,6503464.0,63510.390625,62.02186584472656,31755.1953125,31755.1953125,6351.0390625
2025-05-19 03:56:42,6,92.75617495602982,10997906850.8,23.139968872070312,65034640.0,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,0.0,32517320.0,32517320.0,6503464.0,63510.390625,62.02186584472656,31755.1953125,31755.1953125,6351.0390625
2025-05-19 03:57:32,7,93.14733512930675,10997906850.8,23.139968872070312,65034640.0,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,0.0,32517320.0,32517320.0,6503464.0,63510.390625,62.02186584472656,31755.1953125,31755.1953125,6351.0390625
2025-05-19 03:58:22,8,93.62542391378925,10997906850.8,23.139968872070312,65034640.0,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,0.0,32517320.0,32517320.0,6503464.0,63510.390625,62.02186584472656,31755.1953125,31755.1953125,6351.0390625
2025-05-19 03:59:11,9,94.01196855936115,10997906850.8,23.139968872070312,65034640.0,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,0.0,32517320.0,32517320.0,6503464.0,63510.390625,62.02186584472656,31755.1953125,31755.1953125,6351.0390625
2025-05-19 04:00:01,10,94.25924061719266,10997906850.8,23.139968872070312,65034640.0,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,0.0,32517320.0,32517320.0,6503464.0,63510.390625,62.02186584472656,31755.1953125,31755.1953125,6351.0390625
