timestamp,round,accuracy,flops,memory_bytes,communication_bytes,sparsity,avg_grad_norm,avg_phi,skipped_batches,effective_compute_ratio,compression_ratio,quantization_error,avg_scale_factor,memory_saved,download_bytes,upload_bytes,model_size_bytes,proximal_loss,communication_KB,communication_MB,download_KB,upload_KB,model_size_KB
2025-06-14 20:57:11,1,0.16248977737392095,15211286279.6,1.8173942565917969,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
2025-06-14 20:58:19,2,0.17962744207178555,15211286279.6,3.5992660522460938,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
2025-06-14 20:59:27,3,0.1854248069059518,15211286279.6,3.5992660522460938,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
2025-06-14 21:00:34,4,0.19142208087233076,15211286279.6,3.5992660522460938,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
2025-06-14 21:01:42,5,0.19625624716038165,15211286279.6,3.5992660522460938,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
2025-06-14 21:02:50,6,0.20330758746024533,15211286279.6,3.5992660522460938,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
2025-06-14 21:03:57,7,0.20863243980009086,15211286279.6,3.5992660522460938,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
2025-06-14 21:05:05,8,0.21373920945024988,15211286279.6,3.5992660522460938,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
2025-06-14 21:06:12,9,0.21648341662880508,15211286279.6,3.5992660522460938,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
2025-06-14 21:07:19,10,0.2230804179918219,15211286279.6,3.5992660522460938,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
2025-06-14 21:08:24,11,0.22769650159018626,15211286279.6,3.5992660522460938,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
2025-06-14 21:09:28,12,0.22611540208995912,15211286279.6,3.5992660522460938,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
2025-06-14 21:10:31,13,0.23223989095865516,15211286279.6,3.5992660522460938,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
2025-06-14 21:11:35,14,0.2336210813266697,15211286279.6,3.5992660522460938,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
2025-06-14 21:12:38,15,0.2357110404361654,15211286279.6,3.5992660522460938,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
2025-06-14 21:13:41,16,0.23898228078146294,15211286279.6,3.5992660522460938,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
2025-06-14 21:14:44,17,0.24318037255792824,15211286279.6,3.5992660522460938,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
2025-06-14 21:15:47,18,0.2422171740118128,15211286279.6,3.5992660522460938,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
2025-06-14 21:16:50,19,0.24863243980009084,15211286279.6,3.5992660522460938,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
2025-06-14 21:17:53,20,0.25526578827805546,15211286279.6,3.5992660522460938,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
2025-06-14 21:18:56,21,0.25361199454793276,15211286279.6,3.5992660522460938,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
2025-06-14 21:19:59,22,0.2564470695138573,15211286279.6,3.5992660522460938,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
2025-06-14 21:21:02,23,0.2585006815084053,15211286279.6,3.5992660522460938,18684280,0.0,0.0,0.0,0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18246.3671875,17.81871795654297,0.0,0.0,0.0
