round,accuracy,flops,memory_bytes,communication_bytes,sparsity,avg_grad_norm,avg_phi,skipped_batches,effective_compute_ratio,compression_ratio,quantization_error,avg_scale_factor
1,0.64144,54374307712.0,1064.97265625,23593763.2,0.05487612817114172,2.3942028660584387,0.0,21,0.9888311902286533,0.9069690860132384,7.646450015400639e-05,5174.8125527489465
2,0.7132999999999999,45614653614.0,1098.22265625,22842540.800000004,0.05027355428188561,3.267926707653442,0.0,320,0.829464279955257,0.878091306417626,9.362590557909384e-05,4561.0531724152215
3,0.7346199999999999,37997563094.0,1109.0078125,22364841.6,0.05068775521897016,3.5250766935083937,0.0,580,0.6911783024014226,0.8597280464687742,9.698656833930595e-05,4765.491417690937
4,0.7519600000000001,37089371532.0,1113.6015625,22149948.8,0.05079326519732502,3.622694982828185,0.0,611,0.6745060298435213,0.8514673410969907,9.762418158037586e-05,5018.11345882307
5,0.7571399999999999,33544494790.0,1115.0546875,22034172.799999997,0.05094671232351618,3.75346329511829,0.0,732,0.6099790276535899,0.8470167898215474,9.797887672932544e-05,5198.235454769893
6,0.76616,32431227714.0,1116.703125,22050985.6,0.051242244496027635,3.7867671535283995,0.0,770,0.5898020396036893,0.8476630915462898,9.77729947128525e-05,5326.894331968895
7,0.77108,31024995618.0,1117.9296875,21951392.0,0.051506787104541776,3.87364604742197,0.0,818,0.5641339840252719,0.8438346087561952,9.767236172173648e-05,5428.445680847189
8,0.7786,30175397060.0,1119.09375,21871795.200000003,0.051679152053761654,3.9262119228262597,0.0,847,0.548860693054451,0.840774824001486,9.750012557402881e-05,5503.569886128841
9,0.78394,29970321546.0,1120.99609375,21909049.599999998,0.05184601602261933,3.9167946445584576,0.0,854,0.5451161441664178,0.8422069223416936,9.72427809193435e-05,5568.924351276777
10,0.78508,28944943976.0,1122.27734375,21863036.800000004,0.052205408144187414,3.9639373933704447,0.0,889,0.5263632848783556,0.8404381418886919,9.695931945021429e-05,5623.865278969382
11,0.7862599999999998,28183234924.0,1123.90234375,21842547.200000003,0.052670254389154715,4.041141153438767,0.0,915,0.5125260425470533,0.8396505001027145,9.687916671994481e-05,5666.201759824912
12,0.793,28007455912.0,1124.57421875,21793449.6,0.05270284757323899,4.077678774664911,0.0,921,0.509350542630324,0.8377631366914616,9.680108766188776e-05,5701.756353046356
13,0.79678,28769164964.0,324.79296875,21893654.4,0.05295855392077441,4.137182492665812,0.0,895,0.5231123015292239,0.8416151146527451,9.680034038602292e-05,5731.866019612773
14,0.7994199999999999,28857054470.0,374.1328125,21917004.8,0.05322982083983648,4.169336631015716,0.0,892,0.5246391567946853,0.84251272860125,9.678912178706356e-05,5759.920125968951
15,0.8031200000000001,28564089450.0,383.91015625,21963011.2,0.053295069479291926,4.216384014662903,0.0,902,0.5194963842407531,0.8442812630315167,9.686629396002363e-05,5777.386085240929
16,0.8032,28417606940.0,390.375,21924934.4,0.05345437567502076,4.26914366107726,0.0,907,0.5168985756189971,0.8428175507698666,9.69868996373389e-05,5793.224245643023
17,0.80844,28007455912.0,392.8046875,21886064.0,0.05365798593519747,4.261607971945287,0.0,921,0.5092408886270392,0.8413233316890814,9.706285395638209e-05,5808.521826999247
18,0.80838,28241827928.0,395.3828125,21894201.599999998,0.05403088660040123,4.3051782147451325,0.0,913,0.5135973730154333,0.8416361495965842,9.713614297990876e-05,5820.4122144559
19,0.81174,27919566406.0,397.34375,21878518.400000002,0.05405000003608697,4.344617599097679,0.0,924,0.5076581071873865,0.8410332708845625,9.723005781367056e-05,5829.854359288384
20,0.81332,28505496446.0,399.34765625,21895280.0,0.05437995874548002,4.416608637102146,0.0,904,0.5184252747911724,0.8416776044274251,9.735314301164494e-05,5835.576195585284
21,0.81584,28183234924.0,400.4453125,21869145.599999998,0.05459684492577397,4.429191625633299,0.0,915,0.5125238369065258,0.8406729705892122,9.751641007657118e-05,5839.0205820179635
22,0.81776,29179315992.0,408.10546875,21894188.8,0.05472745925027671,4.491768698712446,0.0,881,0.5306178536401568,0.8416356575511142,9.768776413573285e-05,5840.425484810025
23,0.81828,28153938422.0,409.63671875,21865248.0,0.05526074738757386,4.484224396472284,0.0,916,0.5119828090601339,0.8405231427436209,9.779544615126584e-05,5843.312346869914
24,0.82054,28271124430.0,410.87109375,21870921.6,0.05537026675809772,4.460539450317471,0.0,912,0.5141216819691031,0.8407412418981638,9.785362551868017e-05,5847.8328016792275
25,0.8234600000000001,28066048916.0,416.95703125,21785308.8,0.05556216361243562,4.514406762455879,0.0,919,0.5104324425454554,0.8374501957725914,9.793257573585513e-05,5850.439837703925
26,0.8248999999999999,28710571960.0,418.2578125,21828192.0,0.05565033532604754,4.519598253050789,0.0,897,0.5222018403689956,0.8390986711081971,9.799801342435835e-05,5851.3598759941715
27,0.8256600000000001,29296502000.0,419.5859375,21807286.4,0.05585284237188541,4.547357486581668,0.0,877,0.5326706253689305,0.8382950378444473,9.806889600090727e-05,5852.682201844073
28,0.82524,28359013936.0,420.265625,21792892.8,0.05607500000013216,4.601675689811451,0.0,909,0.5156689077605932,0.83774173271352,9.818951913787986e-05,5849.7286262875095
29,0.82966,28417606940.0,421.796875,21755875.200000003,0.05656005560565501,4.5956318919859,0.0,907,0.516796816522028,0.836318737214506,9.824030235283969e-05,5849.285189006322
30,0.8295,28241827928.0,423.41015625,21710019.2,0.05660679121273589,4.670882898623828,0.0,913,0.5135553346639041,0.8345559843185109,9.835285091314852e-05,5846.883599428942
31,0.8295600000000001,28036752414.0,425.2265625,21725667.200000003,0.05687324613794244,4.5936835306561985,0.0,920,0.509713337147508,0.8351575099054903,9.839662500858654e-05,5847.507220909343
