round,accuracy,flops,memory_bytes,communication_bytes,sparsity,avg_grad_norm,avg_phi,skipped_batches,effective_compute_ratio,compression_ratio
1,0.27466,3034564.017413568,852.3359375,493635.20000000007,0.17462542807246692,2.3736384001786854,0.6943885527945759,421,0.0021675457267239773,0.09995852907824397
2,0.29907999999999996,3087004.9833137626,854.7421875,493632.0,0.16233965085418306,2.528591409518259,0.7366245457340252,419,0.0022050035595098305,0.09995788109509153
3,0.31454,3180161.088785599,854.92578125,493632.0,0.16055294440096787,2.543870407097668,0.7251148660115669,390,0.0022715436348468565,0.09995788109509153
4,0.33494,3213089.7350187222,855.0546875,493632.0,0.15798088228484025,2.560528299867239,0.7299574988774709,381,0.0022950640964419446,0.09995788109509153
5,0.33102,3224645.0285518556,855.30859375,493632.0,0.15705798691274378,2.57497020152349,0.7471863337851236,382,0.0023033178775370396,0.09995788109509153
6,0.34550000000000003,3226285.4498406933,855.19140625,493632.0,0.15735848104854872,2.573395106425757,0.764024914928658,378,0.0023044896070290666,0.09995788109509153
7,0.34994000000000003,3095977.5314068566,855.3203125,493632.0,0.16534707121115805,2.4961191361242774,0.7451504310476093,418,0.002211412522433469,0.09995788109509153
8,0.3571,3090583.579170597,854.484375,493632.0,0.16670271653394195,2.477215925280254,0.720434092063614,418,0.002207559699407569,0.09995788109509153
9,0.35704,3040938.2761821705,854.546875,493632.0,0.1682537578165813,2.4783246872199785,0.7263369846563859,433,0.0021720987687015502,0.09995788109509153
10,0.35656000000000004,3064464.723715511,854.5390625,493632.0,0.16927532723957395,2.4617462580813525,0.74185452839162,420,0.002188903374082508,0.09995788109509153
11,0.38448,2978735.8296673284,854.69140625,493632.0,0.1713436618226189,2.4471843513625213,0.7440801832560384,451,0.0021276684497623776,0.09995788109509153
12,0.3955,3048632.3987606764,854.6484375,493632.0,0.1716700189717316,2.435427366483751,0.7014795771140825,423,0.00217759457054334,0.09995788109509153
13,0.40736,3052459.778728891,854.765625,493632.0,0.17494130862157567,2.4160591953785215,0.7289368764915038,419,0.0021803284133777795,0.09995788109509153
