round,accuracy,flops,memory_bytes,communication_bytes,sparsity,avg_grad_norm,avg_phi,skipped_batches,effective_compute_ratio,compression_ratio,quantization_error,avg_scale_factor
1,0.16188,97978090818.0,1048.7265625,4935663.999999999,0.3198926942373505,1.346786174105411,0.0,266,0.860465552997946,0.9994459744046654,3.2273678571560244e-05,162935.53465796873
2,0.1678,87795610248.0,1064.22265625,4935692.799999999,0.33838006863336745,1.3301064506466773,0.0,401,0.7899476589904104,0.9994518062530374,3.217189621415456e-05,171940.03586567673
3,0.1678,86060817262.0,441.69140625,4935382.399999999,0.3417801772856692,1.321474667490651,0.0,424,0.7843767872345401,0.999388951887251,3.2088814676065156e-05,173823.90915682277
4,0.1688,82666657072.0,447.3671875,4935430.399999999,0.34459712989382296,1.2973850046868798,0.0,469,0.764124329759251,0.9993986716345375,3.1998185709326356e-05,175718.2996310508
5,0.17276,82289528162.0,451.88671875,4935612.799999999,0.3476849086025554,1.2688996795445144,0.0,474,0.766441902590123,0.9994356066742265,3.186581354890204e-05,176237.35760477989
6,0.17054,81308992996.0,456.32421875,4935523.2,0.34956386343799695,1.2663967288973315,0.0,487,0.7570779162992493,0.9994174631459583,3.177297907265502e-05,173412.08915308738
7,0.1719,78065684370.0,425.53515625,4935324.8,0.3539839754904236,1.257072423032419,0.0,530,0.7319560453712043,0.9993772881905071,3.173196222721679e-05,169175.07552682832
8,0.16996,74445246834.0,430.0625,4935311.999999999,0.35498900539376954,1.2686385186251257,0.0,578,0.7055413019122685,0.9993746962578973,3.177123504018343e-05,164568.83931088942
9,0.17543999999999998,74294395270.0,434.16796875,4935331.199999999,0.3575550211994864,1.2412883341352292,0.0,580,0.7025792843872224,0.9993785841568119,3.1758804573693514e-05,159028.17656607463
10,0.17714,70070551478.0,422.234375,4935193.6,0.360735000888714,1.2337269200614516,0.0,636,0.6663931199413169,0.9993507208812571,3.175224448918693e-05,153962.84029639317
11,0.17739999999999997,70372254606.0,425.671875,4935347.2,0.363153470525568,1.2297273200890406,0.0,632,0.6659843228195582,0.9993818240725741,3.175733161354755e-05,149123.13374890634
12,0.17184,71126512426.0,429.49609375,4935177.6,0.3642399086093867,1.2296581417020556,0.0,622,0.675973714556811,0.9993474809654949,3.180029788748785e-05,145313.60805184479
13,0.17705999999999997,70673957734.0,425.78125,4935257.6,0.36867948489476815,1.2112328590910053,0.0,628,0.6749001404903838,0.9993636805443058,3.1807111230654836e-05,141682.7817144437
14,0.17565999999999998,71126512426.0,426.85546875,4935228.799999999,0.370127041877155,1.2059643678486787,0.0,622,0.6753333918511066,0.9993578486959339,3.181295656042645e-05,138415.46223183072
15,0.17793999999999996,71352789772.0,425.26171875,4935168.0,0.3717660057361602,1.2133771557611337,0.0,619,0.6761930477327567,0.9993455370160376,3.187210325501001e-05,135279.42129753903
16,0.17554,70145977260.0,412.76953125,4935168.0,0.372745484655575,1.1977220182027692,0.0,635,0.6733892972092099,0.9993455370160376,3.189324995872226e-05,132619.87417437212
17,0.17873999999999998,69768848350.0,421.25390625,4935190.399999999,0.37539630632014936,1.197541240430275,0.0,640,0.6674422397687799,0.9993500728981046,3.193606297613385e-05,130374.3172606315
18,0.1807,71428215554.0,422.33984375,4935059.199999999,0.3782937438733668,1.1947009951125007,0.0,618,0.6823417788827407,0.9993235055888547,3.19745035834618e-05,128235.56075434646
19,0.18124,69617996786.0,429.296875,4935215.999999999,0.3807894606640546,1.1876554867773086,0.0,642,0.6634148227312826,0.9993552567633242,3.199529616920874e-05,126134.58331611827
20,0.17961999999999997,69617996786.0,433.8046875,4935455.999999999,0.3805071101843675,1.207442037950506,0.0,642,0.6693442380610618,0.999403855499757,3.2057595349655894e-05,124207.80025500697
