round,accuracy,flops,memory_MB,memory_saved,communication_bytes,sparsity,avg_grad_norm,avg_phi,skipped_batches,effective_compute_ratio,compression_ratio,quantization_error,avg_scale_factor
1,0.3661,45233799088.0,1036.61328125,0.0,22292771.200000003,0.8433322144955003,2.627455988057922,0.0,334,0.8253655989605377,0.8569575844503791,0.00010331174525375182,4219.665864587232
2,0.44803999999999994,39755353214.0,1072.48046875,7728.749603271484,22007289.6,0.8348498480471995,3.1369945717323184,0.0,521,0.723341765583027,0.845983371323344,0.00010254550823119097,4749.809389335921
3,0.5060800000000001,37206557540.0,749.86328125,12055.923782348633,21900684.8,0.8437615536247292,3.2387389596960667,0.0,608,0.6745651303116723,0.8418853706270997,9.967373779185595e-05,5300.852323650014
4,0.54386,35595249930.0,755.58984375,14069.10107421875,21839804.800000004,0.8401960658172551,3.3560315852155,0.0,663,0.6483050748139633,0.8395450793607837,9.756649527569049e-05,5715.452878133054
5,0.56526,34218314336.0,762.484375,15341.799362182617,21796851.200000003,0.8381321661684838,3.4095072450730823,0.0,710,0.625168856728852,0.8378938977750934,9.573051409658948e-05,6012.576453968439
6,0.5728000000000001,32314041706.0,764.32421875,16429.377899169922,21710480.0,0.8391027780112001,3.535127436745794,0.0,775,0.5888382881794987,0.834573697955428,9.459941682973396e-05,6210.7323977259575
7,0.5867,31376553642.0,473.94921875,17933.475875854492,21673616.000000004,0.8339341869729667,3.602018420713339,0.0,807,0.5717517776386223,0.8331566070020531,9.369758228899952e-05,6368.541246556809
8,0.60136,29999618048.0,478.48046875,18673.954879760742,21650912.0,0.8365012817393487,3.6495766980830853,0.0,854,0.5494711931303524,0.8322838413497792,9.290991406962301e-05,6483.085301588798
9,0.61256,29648060024.0,481.640625,19761.533416748047,21587644.8,0.8365045458714103,3.775714037523494,0.0,866,0.537332687039645,0.8298517836033228,9.253254755945294e-05,6563.406638253395
10,0.61816,28798461466.0,482.7421875,20039.21304321289,21642239.999999996,0.8336644807261463,3.77898768388659,0.0,895,0.531513496043317,0.8319504805439071,9.204398284573191e-05,6646.128426642512
11,0.62766,28124641920.0,467.2109375,20710.27214050293,21607984.0,0.8335237214057079,3.8277240092223197,0.0,918,0.5114426646042395,0.8306336438550287,9.166666315124862e-05,6703.79311331549
12,0.63446,28417606940.0,472.57421875,21242.491424560547,21635427.2,0.836307083358556,3.842768115438723,0.0,908,0.5108519763941464,0.8316885893425412,9.128591679246314e-05,6746.582104954457
13,0.6456999999999999,28622682454.0,474.796875,21011.091735839844,21685577.6,0.8344841450120584,3.860996000512345,0.0,901,0.5189196500660561,0.833616423493695,9.091643628608989e-05,6782.498613605983
14,0.6401399999999999,28651978956.0,474.88671875,20849.11195373535,21708489.599999998,0.8276082988279956,3.9206164442168934,0.0,900,0.5225743439916807,0.8344971848848552,9.063821272606193e-05,6811.802032621052
15,0.6582600000000001,28036752414.0,443.39453125,20825.97198486328,21633395.200000003,0.8284702336685246,4.010539958824156,0.0,921,0.5125536379107494,0.831610477124191,9.045838904123938e-05,6832.220955060526
16,0.65206,28388310438.0,444.625,21311.911331176758,21632780.8,0.8313761085962665,4.047065958522838,0.0,909,0.5218612917157927,0.8315868589416348,9.025714004677e-05,6852.497867489767
17,0.6674,28359013936.0,446.03515625,21034.231704711914,21633932.8,0.829927560793559,4.015383989682997,0.0,910,0.5158130681453025,0.8316311430339277,9.001179876868648e-05,6873.558689380008
18,0.6662000000000001,28739868462.0,381.50390625,21057.371673583984,21675520.0,0.8376815927925106,4.041983525056951,0.0,897,0.5213073355514044,0.8332297987657039,8.979850159120711e-05,6892.163790021751
19,0.6636200000000001,28739868462.0,384.3125,20756.55207824707,21630627.2,0.8343779285772699,4.138268350165999,0.0,897,0.5262688535455172,0.8315040722913204,8.966654454273098e-05,6905.59961717651
20,0.67792,28827757968.0,385.62890625,20756.55207824707,21605257.599999998,0.8270246096356146,4.150727429369302,0.0,894,0.5253343989558308,0.8305288381699353,8.952862562031014e-05,6911.858357167932
21,0.68432,28857054470.0,389.390625,20687.13217163086,21621436.800000004,0.8274100804676087,4.116323611794867,0.0,893,0.5289654669974275,0.8311507836439165,8.932918879511723e-05,6923.815653659198
22,0.68828,28886350972.0,377.27734375,20663.99220275879,21559353.6,0.8355573302091294,4.188391107021316,0.0,892,0.526565084146142,0.828764240103428,8.919956271747586e-05,6932.922203628505
23,0.69094,28974240478.0,387.515625,20640.85223388672,21597046.400000002,0.8321903647811218,4.266556584329564,0.0,889,0.528842051426599,0.8302131910009805,8.914238986013981e-05,6939.015248233418
24,0.6959599999999999,28329717434.0,393.10546875,20571.432327270508,21515452.800000004,0.8327154560357697,4.19771178520943,0.0,911,0.5154252191761859,0.8270766471529634,8.899474957921095e-05,6946.756771804321
25,0.7013,28622682454.0,395.06640625,21080.511642456055,21518691.200000003,0.8416072187977802,4.27469681432972,0.0,901,0.5193309660815495,0.8272011346568536,8.888978180086223e-05,6955.197995499033
26,0.6894199999999999,28124641920.0,391.82421875,20849.11195373535,21551808.0,0.8376498470701158,4.291704522447855,0.0,918,0.5090964087279707,0.828474179298909,8.878608658778589e-05,6959.400540527711
27,0.7045199999999999,28681275458.0,397.5,21242.491424560547,21508124.8,0.8381453559763277,4.34059384818846,0.0,899,0.5227613847722565,0.8267949511214331,8.870343936435388e-05,6960.55203740618
28,0.7101,29003536980.0,403.62109375,20802.83201599121,21502556.8,0.8384038401902535,4.3454477912865865,0.0,888,0.5242745939561353,0.8265809113420172,8.862459042548686e-05,6963.781060469647
29,0.70674,28417606940.0,388.9609375,20548.292358398438,21484454.400000002,0.8411527937847648,4.312380123995161,0.0,908,0.5187509082007469,0.8258850360361801,8.850424068489776e-05,6968.213033745187
30,0.70692,28739868462.0,399.47265625,21011.091735839844,21498870.400000006,0.8396771068193501,4.4468957355325065,0.0,897,0.5207500047693914,0.8264392022466797,8.84782238549744e-05,6964.1869524212525
31,0.70634,28681275458.0,406.953125,20756.55207824707,21444876.799999997,0.5632338081870799,4.396630122481987,0.0,899,0.5194269075078777,0.8243636314431817,8.838152852766096e-05,6966.407951346968
32,0.7110200000000001,28622682454.0,410.734375,20802.83201599121,21456102.400000002,0.5658417502778157,4.44660945608094,0.0,901,0.5269125665240022,0.8247951553203031,8.832786115867822e-05,6967.789460311959
33,0.71856,29091426486.0,394.8671875,20849.11195373535,21429734.4,0.5641116723010681,4.440154614549919,0.0,885,0.5283598770944662,0.8237815416522641,8.826746790153119e-05,6967.933830368502
34,0.70894,28007455912.0,404.60546875,20478.872451782227,21399801.6,0.567115982782267,4.485494964536456,0.0,922,0.5119698349421948,0.8226308933208518,8.820924923904197e-05,6968.169065421214
35,0.71588,28974240478.0,400.421875,21335.051300048828,21368979.2,0.5671046888825179,4.522821462984625,0.0,889,0.5247836026691083,0.8214460478292799,8.817768442945753e-05,6967.063227745826
36,0.72196,28622682454.0,402.49609375,20571.432327270508,21397788.8,0.5670241831415744,4.483279736490145,0.0,901,0.5248370174372893,0.8225535191707065,8.811755218800077e-05,6964.848540015861
37,0.72906,28769164964.0,405.53515625,20849.11195373535,21348240.000000004,0.5678215130568295,4.456370797896833,0.0,896,0.5232675741250168,0.820648811156639,8.80329486073706e-05,6967.1362000989875
38,0.7252,28007455912.0,408.87890625,20733.412109375,21331088.0,0.5738063195873134,4.543321385265739,0.0,922,0.5062753735176448,0.8199894702269437,8.799878275092347e-05,6965.1006320880715
39,0.72402,28329717434.0,410.91015625,21335.051300048828,21277075.200000003,0.5756463089814632,4.517750221226818,0.0,911,0.5116301533046173,0.8179131613552408,8.794946864421792e-05,6965.646913043395
40,0.7257,28036752414.0,406.046875,21080.511642456055,21306288.0,0.5738718632089248,4.5559923555784705,0.0,921,0.510104185824415,0.8190361321289701,8.791892691471251e-05,6963.895199844597
41,0.72926,28007455912.0,407.6796875,21311.911331176758,21231116.8,0.5761871712026831,4.556621137814619,0.0,922,0.507654209587859,0.8161464720954863,8.788117582850287e-05,6964.928120100858
42,0.73322,29120722988.0,412.72265625,21335.051300048828,21258198.4,0.5779192876951684,4.5810602522643915,0.0,884,0.5320227566673447,0.8171875172984735,8.784726632919953e-05,6964.366478382233
43,0.7309599999999999,28300420932.0,414.89453125,20455.732482910156,21224787.2,0.5809963108672943,4.592135679555193,0.0,912,0.5131751450597715,0.81590315561061,8.780616657415663e-05,6963.411710815478
44,0.72814,28007455912.0,416.25390625,21103.651611328125,21191676.8,0.5832020850054768,4.61688164153316,0.0,922,0.5156196890076619,0.8146303569912896,8.777845342677658e-05,6962.465669915747
45,0.73572,28769164964.0,422.25,21335.051300048828,21159811.199999996,0.5832507747614267,4.641256539345471,0.0,896,0.5273062668710583,0.8134054097939191,8.775915650902651e-05,6960.32235033269
46,0.7370800000000001,28534792948.0,425.65234375,20733.412109375,21173587.200000003,0.5852363913133012,4.635371602603875,0.0,904,0.5261244455414431,0.8139349737309225,8.772795727685643e-05,6959.203482286101
47,0.7344199999999999,28622682454.0,428.30859375,20918.531860351562,21077254.4,0.5881244537873529,4.663977558104554,0.0,901,0.5205628390745106,0.8102318395242905,8.769820862214395e-05,6958.606826660629
48,0.7349600000000001,28681275458.0,430.65625,20849.11195373535,21055491.200000003,0.5888738880962219,4.602236386313051,0.0,899,0.5238084140284115,0.8093952392140558,8.764455841715692e-05,6958.494758679219
49,0.7427400000000001,28388310438.0,431.8671875,20802.83201599121,21020294.4,0.5881779290860696,4.716810389899264,0.0,909,0.5196336360863553,0.8080422371831381,8.764390913705161e-05,6955.227272797421
50,0.73784,28124641920.0,435.09375,21034.231704711914,20990060.8,0.5957832437174718,4.58832090305563,0.0,918,0.5102210123463792,0.8068800257831826,8.75914815863452e-05,6955.51438194018
51,0.7418000000000001,28534792948.0,438.203125,21242.491424560547,20984275.200000003,0.5991427521567239,4.646197962752413,0.0,904,0.5244318859692882,0.8066576212307779,8.754610418005859e-05,6957.270874730397
52,0.7452,27802380398.0,439.37890625,20918.531860351562,20947545.6,0.5968604732532186,4.7266434387887495,0.0,929,0.5046353835109187,0.8052456967548371,8.754700327093138e-05,6953.731610945919
53,0.7479600000000001,28359013936.0,440.6953125,21497.03108215332,20892963.2,0.5953021415062937,4.757604022462348,0.0,910,0.5202597923090839,0.8031474918597228,8.755005387713466e-05,6950.358580495224
54,0.74192,28212531426.0,448.17578125,21057.371673583984,20878700.8,0.6014694787884712,4.732692249335047,0.0,915,0.5128933506555173,0.8025992301948623,8.753711609814401e-05,6949.15017732617
55,0.7466999999999999,28446903442.0,449.44921875,21173.071517944336,20835033.6,0.603987596440751,4.6886639967600745,0.0,907,0.5215735552447562,0.8009206170742238,8.750256181281786e-05,6949.046923359883
56,0.75204,28622682454.0,450.55859375,20987.951766967773,20779638.4,0.6041485579864979,4.677189743117826,0.0,901,0.5220394069662667,0.7987911672917695,8.746077343201733e-05,6948.408801346671
57,0.75022,28066048916.0,451.94140625,20849.11195373535,20713049.6,0.6096239293681529,4.7236658389502,0.0,920,0.5085336332165742,0.7962314237458683,8.743935967974463e-05,6946.906067263108
58,0.7470600000000001,28066048916.0,451.515625,21288.771362304688,20671094.400000002,0.6088322839230247,4.74435077385648,0.0,920,0.507569963440031,0.794618621706832,8.741980979157945e-05,6944.302668068189
59,0.75694,28212531426.0,452.98828125,21288.771362304688,20641900.800000004,0.6160938667914879,4.713824767721992,0.0,915,0.5161625320285236,0.7934963890013076,8.738573763970757e-05,6943.458519565781
60,0.7535200000000001,28359013936.0,455.66796875,21173.071517944336,20614105.6,0.615155593872337,4.8517055409531915,0.0,910,0.5161530409474757,0.7924279122633723,8.739875466541046e-05,6939.96577271521
61,0.75888,28124641920.0,456.73046875,21057.371673583984,20541241.6,0.6180508908396163,4.746568808295699,0.0,918,0.5102078082126982,0.7896269434258419,8.737073303026873e-05,6938.782617555451
62,0.75198,28534792948.0,457.9453125,21242.491424560547,20491084.8,0.6254102005869294,4.725254699393498,0.0,904,0.5210803738874514,0.7876988632519532,8.733622145747446e-05,6939.642094308707
63,0.75944,28241827928.0,459.1796875,20918.531860351562,20428313.6,0.6241706986664427,4.838143811296209,0.0,914,0.5152566217548433,0.7852858722674563,8.732999933263196e-05,6937.133323155899
64,0.76222,28974240478.0,462.58203125,21149.931549072266,20442470.400000002,0.6259393577080201,4.810391268849093,0.0,889,0.5245724509136063,0.7858300745571898,8.733021456598571e-05,6933.732173988959
65,0.7667400000000001,28476199944.0,463.95703125,20571.432327270508,20330531.2,0.6276125692570457,4.937269642208975,0.0,906,0.5191608743929281,0.7815270139113556,8.736086178396806e-05,6929.271218450658
66,0.7636799999999999,28359013936.0,465.3984375,20964.811798095703,20298528.0,0.6311800416490645,4.8595832168499005,0.0,910,0.5159695491811653,0.7802967772251834,8.736304379134148e-05,6925.954205607601
